act,scene,num,character,line
1,2,191,PROSPERO,"To closeness and the bettering of my mind"
1,2,192,PROSPERO,"With that which, but by being so retired,"
1,2,193,PROSPERO,"O’er-prized all popular rate, in my false brother"
1,2,194,PROSPERO,"Awaked an evil nature; and my trust,"
1,2,195,PROSPERO,"Like a good parent, did beget of him"
1,2,196,PROSPERO,"A falsehood in its contrary, as great"
1,2,197,PROSPERO,"As my trust was; which had indeed no limit,"
1,2,198,PROSPERO,"A confidence sans bound. He being thus lorded,"
1,2,199,PROSPERO,"Not only with what my revenue yielded,"
1,2,200,PROSPERO,"But what my power might else exact, like one"
1,2,201,PROSPERO,"Who having into truth, by telling of it,"
1,2,202,PROSPERO,"Made such a sinner of his memory,"
1,2,203,PROSPERO,"To credit his own lie, he did believe"
1,2,204,PROSPERO,"He was indeed the duke; out o’ the substitution,"
1,2,205,PROSPERO,"And executing the outward face of royalty,"
1,2,206,PROSPERO,"With all prerogative:--hence his ambition growing,--"
1,2,207,PROSPERO,"Dost thou hear?"
1,2,208,MIRANDA,"Your tale, sir, would cure deafness."
1,2,209,PROSPERO,"To have no screen between this part he play’d"
1,2,210,PROSPERO,"And him he play’d it for, he needs will be"
1,2,211,PROSPERO,"Absolute Milan. Me, poor man, my library"
1,2,212,PROSPERO,"Was dukedom large enough: of temporal royalties"
1,2,213,PROSPERO,"He thinks me now incapable; confederates,"
1,2,214,PROSPERO,"So dry he was for sway, wi’ the King of Naples"
1,2,215,PROSPERO,"To give him annual tribute, do him homage,"
1,2,216,PROSPERO,"Subject his coronet to his crown, and bend"
1,2,217,PROSPERO,"The dukedom, yet unbow’d,--alas, poor Milan!--"
1,2,218,PROSPERO,"To most ignoble stooping."
1,2,219,MIRANDA,"O the heavens!"
1,2,220,PROSPERO,"Mark his condition, and th’ event; then tell me"
1,2,221,PROSPERO,"If this might be a brother."
1,2,222,MIRANDA,"I should sin"
1,2,223,MIRANDA,"To think but nobly of my grandmother:"
1,2,224,MIRANDA,"Good wombs have borne bad sons."
1,2,225,PROSPERO,"Now the condition."
1,2,226,PROSPERO,"This King of Naples, being an enemy"
1,2,227,PROSPERO,"To me inveterate, hearkens my brother’s suit;"
1,2,228,PROSPERO,"Which was, that he, in lieu o’ the premises,"
1,2,229,PROSPERO,"Of homage and I know not how much tribute,"
1,2,230,PROSPERO,"Should presently extirpate me and mine"
1,2,231,PROSPERO,"Out of the dukedom, and confer fair Milan,"
1,2,232,PROSPERO,"With all the honours, on my brother: whereon,"
1,2,233,PROSPERO,"A treacherous army levied, one midnight"
1,2,234,PROSPERO,"Fated to the purpose, did Antonio open"
1,2,235,PROSPERO,"The gates of Milan; and, i’ the dead of darkness,"
1,2,236,PROSPERO,"The ministers for the purpose hurried thence"
1,2,237,PROSPERO,"Me and thy crying self."
1,2,238,MIRANDA,"Alack, for pity!"
1,2,239,MIRANDA,"I, not remembering how I cried out then,"
1,2,240,MIRANDA,"Will cry it o’er again: it is a hint"
1,2,241,MIRANDA,"That wrings mine eyes to’t."
1,2,242,PROSPERO,"Hear a little further,"
1,2,243,PROSPERO,"And then I’ll bring thee to the present business"
1,2,244,PROSPERO,"Which now’s upon ’s; without the which, this story"
1,2,245,PROSPERO,"Were most impertinent."
1,2,246,MIRANDA,"Wherefore did they not"
1,2,247,MIRANDA,"That hour destroy us?"
1,2,248,PROSPERO,"Well demanded, wench:"
1,2,249,PROSPERO,"My tale provokes that question. Dear, they durst not,"
1,2,250,PROSPERO,"So dear the love my people bore me; nor set"
1,2,251,PROSPERO,"A mark so bloody on the business; but"
1,2,252,PROSPERO,"With colours fairer painted their foul ends."
1,2,253,PROSPERO,"In few, they hurried us aboard a bark,"
1,2,254,PROSPERO,"Bore us some leagues to sea; where they prepared"
1,2,255,PROSPERO,"A rotten carcass of a boat, not rigg’d,"
1,2,256,PROSPERO,"Nor tackle, sail, nor mast; the very rats"
1,2,257,PROSPERO,"Instinctively have quit it: there they hoist us,"
1,2,258,PROSPERO,"To cry to the sea that roar’d to us; to sigh"
1,2,259,PROSPERO,"To the winds, whose pity, sighing back again,"
1,2,260,PROSPERO,"Did us but loving wrong."
1,2,261,MIRANDA,"Alack, what trouble"
1,2,262,MIRANDA,"Was I then to you!"
1,2,263,PROSPERO,"O, a cherubin"
1,2,264,PROSPERO,"Thou wast that did preserve me. Thou didst smile,"
1,2,265,PROSPERO,"Infused with a fortitude from heaven,"
1,2,266,PROSPERO,"When I have deck’d the sea with drops full salt,"
1,2,267,PROSPERO,"Under my burthen groan’d; which raised in me"
1,2,268,PROSPERO,"An undergoing stomach, to bear up"
1,2,269,PROSPERO,"Against what should ensue."
1,2,270,MIRANDA,"How came we ashore?"
1,2,271,PROSPERO,"By Providence divine."
1,2,272,PROSPERO,"Some food we had, and some fresh water, that"
1,2,273,PROSPERO,"A noble Neapolitan, Gonzalo,"
1,2,274,PROSPERO,"Out of his charity, who being then appointed"
1,2,275,PROSPERO,"Master of this design, did give us, with"
1,2,276,PROSPERO,"Rich garments, linens, stuffs and necessaries,"
1,2,277,PROSPERO,"Which since have steaded much; so, of his gentleness,"
1,2,278,PROSPERO,"Knowing I loved my books, he furnish’d me"
1,2,279,PROSPERO,"From mine own library with volumes that"
1,2,280,PROSPERO,"I prize above my dukedom."
1,2,281,MIRANDA,"Would I might"
1,2,282,MIRANDA,"But ever see that man!"
1,2,283,PROSPERO,"Now I arise:"
1,2,284,STAGE DIRECTION," [_Resumes his mantle._"
1,2,285,PROSPERO,"Sit still, and hear the last of our sea-sorrow."
1,2,286,PROSPERO,"Here in this island we arrived; and here"
1,2,287,PROSPERO,"Have I, thy schoolmaster, made thee more profit"
1,2,288,PROSPERO,"Than other princesses can, that have more time"
1,2,289,PROSPERO,"For vainer hours, and tutors not so careful."
1,2,290,MIRANDA,"Heavens thank you for’t! And now, I pray you, sir,"
1,2,291,MIRANDA,"For still ’tis beating in my mind, your reason"
1,2,292,MIRANDA,"For raising this sea-storm?"
1,2,293,PROSPERO,"Know thus far forth."
1,2,294,PROSPERO,"By accident most strange, bountiful Fortune,"
1,2,295,PROSPERO,"Now my dear lady, hath mine enemies"
1,2,296,PROSPERO,"Brought to this shore; and by my prescience"
1,2,297,PROSPERO,"I find my zenith doth depend upon"
1,2,298,PROSPERO,"A most auspicious star, whose influence"
1,2,299,PROSPERO,"If now I court not, but omit, my fortunes"
1,2,300,PROSPERO,"Will ever after droop. Here cease more questions:"
1,2,301,PROSPERO,"Thou art inclined to sleep; ’tis a good dulness,"
1,2,302,PROSPERO,"And give it way: I know thou canst not choose."
1,2,303,STAGE DIRECTION," [_Miranda sleeps._"
1,2,304,PROSPERO,"Come away, servant, come. I am ready now."
1,2,305,PROSPERO,"Approach, my Ariel, come."
1,2,306,STAGE DIRECTION," _Enter _ARIEL_._"
1,2,307,ARIEL,"All hail, great master! grave sir, hail! I come"
1,2,308,ARIEL,"To answer thy best pleasure; be’t to fly,"
1,2,309,ARIEL,"To swim, to dive into the fire, to ride"
1,2,310,ARIEL,"On the curl’d clouds, to thy strong bidding task"
1,2,311,ARIEL,"Ariel and all his quality."
1,2,312,PROSPERO,"Hast thou, spirit,"
1,2,313,PROSPERO,"Perform’d to point the tempest that I bade thee?"
1,2,314,ARIEL,"To every article."
1,2,315,ARIEL,"I boarded the king’s ship; now on the beak,"
1,2,316,ARIEL,"Now in the waist, the deck, in every cabin,"
1,2,317,ARIEL,"I flamed amazement: sometime I’ld divide,"
1,2,318,ARIEL,"And burn in many places; on the topmast,"
1,2,319,ARIEL,"The yards and bowsprit, would I flame distinctly,"
1,2,320,ARIEL,"Then meet and join. Jove’s lightnings, the precursors"
1,2,321,ARIEL,"O’ the dreadful thunder-claps, more momentary"
1,2,322,ARIEL,"And sight-outrunning were not: the fire and cracks"
1,2,323,ARIEL,"Of sulphurous roaring the most mighty Neptune"
1,2,324,ARIEL,"Seem to besiege, and make his bold waves tremble,"
1,2,325,ARIEL,"Yea, his dread trident shake."
1,2,326,PROSPERO,"My brave spirit!"
1,2,327,PROSPERO,"Who was so firm, so constant, that this coil"
1,2,328,PROSPERO,"Would not infect his reason?"
1,2,329,ARIEL,"Not a soul"
1,2,330,ARIEL,"But felt a fever of the mad, and play’d"
1,2,331,ARIEL,"Some tricks of desperation. All but mariners"
1,2,332,ARIEL,"Plunged in the foaming brine, and quit the vessel,"
1,2,333,ARIEL,"Then all afire with me: the king’s son, Ferdinand,"
1,2,334,ARIEL,"With hair up-staring,--then like reeds, not hair,--"
1,2,335,ARIEL,"Was the first man that leap’d; cried, “Hell is empty,"
1,2,336,ARIEL,"And all the devils are here.”"
1,2,337,PROSPERO,"Why, that’s my spirit!"
1,2,338,PROSPERO,"But was not this nigh shore?"
1,2,339,ARIEL,"Close by, my master."
1,2,340,PROSPERO,"But are they, Ariel, safe?"
1,2,341,ARIEL,"Not a hair perish’d;"
1,2,342,ARIEL,"On their sustaining garments not a blemish,"
1,2,343,ARIEL,"But fresher than before: and, as thou badest me,"
1,2,344,ARIEL,"In troops I have dispersed them ’bout the isle."
1,2,345,ARIEL,"The king’s son have I landed by himself;"
1,2,346,ARIEL,"Whom I left cooling of the air with sighs"
1,2,347,ARIEL,"In an odd angle of the isle, and sitting,"
1,2,348,ARIEL,"His arms in this sad knot."
1,2,349,PROSPERO,"Of the king’s ship"
1,2,350,PROSPERO,"The mariners, say how thou hast disposed,"
1,2,351,PROSPERO,"And all the rest o’ the fleet."
1,2,352,ARIEL,"Safely in harbour"
1,2,353,ARIEL,"Is the king’s ship; in the deep nook, where once"
1,2,354,ARIEL,"Thou call’dst me up at midnight to fetch dew"
1,2,355,ARIEL,"From the still-vex’d Bermoothes, there she’s hid:"
1,2,356,ARIEL,"The mariners all under hatches stow’d;"
1,2,357,ARIEL,"Who, with a charm join’d to their suffer’d labour,"
1,2,358,ARIEL,"I have left asleep: and for the rest o’ the fleet,"
1,2,359,ARIEL,"Which I dispersed, they all have met again,"
1,2,360,ARIEL,"And are upon the Mediterranean flote,"
1,2,361,ARIEL,"Bound sadly home for Naples;"
1,2,362,ARIEL,"Supposing that they saw the king’s ship wreck’d,"
1,2,363,ARIEL,"And his great person perish."
1,2,364,PROSPERO,"Ariel, thy charge"
1,2,365,PROSPERO,"Exactly is perform’d: but there’s more work."
1,2,366,PROSPERO,"What is the time o’ the day?"
1,2,367,ARIEL,"Past the mid season."
1,2,368,PROSPERO,"At least two glasses. The time ’twixt six and now"
1,2,369,PROSPERO,"Must by us both be spent most preciously."
1,2,370,ARIEL,"Is there more toil? Since thou dost give me pains,"
1,2,371,ARIEL,"Let me remember thee what thou hast promised,"
1,2,372,ARIEL,"Which is not yet perform’d me."
1,2,373,PROSPERO,"How now? moody?"
1,2,374,PROSPERO,"What is’t thou canst demand?"
1,2,375,ARIEL,"My liberty."
1,2,376,STAGE DIRECTION," Before the time be out? no more!"
1,2,377,ARIEL,"I prithee,"
1,2,378,ARIEL,"Remember I have done thee worthy service;"
1,2,379,ARIEL,"Told thee no lies, made thee no mistakings, served"
1,2,380,ARIEL,"Without or grudge or grumblings: thou didst promise"
1,2,381,ARIEL,"To bate me a full year."
1,2,382,PROSPERO,"Dost thou forget"
1,2,383,PROSPERO,"From what a torment I did free thee?"
1,2,384,ARIEL,"No.-"
1,2,385,PROSPERO,"Thou dost; and think’st it much to tread the ooze"
1,2,386,PROSPERO,"Of the salt deep,"
1,2,387,PROSPERO,"To run upon the sharp wind of the north,"
1,2,388,PROSPERO,"To do me business in the veins o’ the earth"
1,2,389,PROSPERO,"When it is baked with frost."
1,2,390,ARIEL,"I do not, sir."
1,2,391,PROSPERO,"Thou liest, malignant thing! Hast thou forgot"
1,2,392,PROSPERO,"The foul witch Sycorax, who with age and envy"
1,2,393,PROSPERO,"Was grown into a hoop? hast thou forgot her?"
1,2,394,ARIEL,"No, sir."
1,2,395,PROSPERO,"Thou hast. Where was she born? speak; tell me."
1,2,396,ARIEL,"Sir, in Argier."
1,2,397,PROSPERO,"O, was she so? I must"
1,2,398,PROSPERO,"Once in a month recount what thou hast been,"
1,2,399,PROSPERO,"Which thou forget’st. This damn’d witch Sycorax,"
1,2,400,PROSPERO,"For mischiefs manifold, and sorceries terrible"
1,2,401,PROSPERO,"To enter human hearing, from Argier,"
1,2,402,PROSPERO,"Thou know’st, was banish’d: for one thing she did"
1,2,403,PROSPERO,"They would not take her life. Is not this true?"
1,2,404,ARIEL,"Ay, sir."
1,2,405,PROSPERO,"This blue-eyed hag was hither brought with child,"
1,2,406,PROSPERO,"And here was left by the sailors. Thou, my slave,"
1,2,407,PROSPERO,"As thou report’st thyself, wast then her servant;"
1,2,408,PROSPERO,"And, for thou wast a spirit too delicate"
1,2,409,PROSPERO,"To act her earthy and abhorr’d commands,"
1,2,410,PROSPERO,"Refusing her grand hests, she did confine thee,"
1,2,411,PROSPERO,"By help of her more potent ministers,"
1,2,412,PROSPERO,"And in her most unmitigable rage,"
1,2,413,PROSPERO,"Into a cloven pine; within which rift"
1,2,414,PROSPERO,"Imprison’d thou didst painfully remain"
1,2,415,PROSPERO,"A dozen years; within which space she died,"
1,2,416,PROSPERO,"And left thee there; where thou didst vent thy groans"
1,2,417,PROSPERO,"As fast as mill-wheels strike. Then was this island--"
1,2,418,PROSPERO,"Save for the son that she did litter here,"
1,2,419,PROSPERO,"A freckled whelp hag-born--not honour’d with"
1,2,420,PROSPERO,"A human shape."
1,2,421,ARIEL,"Yes, Caliban her son."
1,2,422,PROSPERO,"Dull thing, I say so; he, that Caliban,"
1,2,423,PROSPERO,"Whom now I keep in service. Thou best know’st"
1,2,424,PROSPERO,"What torment I did find thee in; thy groans"
1,2,425,PROSPERO,"Did make wolves howl, and penetrate the breasts"
1,2,426,PROSPERO,"Of ever-angry bears: it was a torment"
1,2,427,PROSPERO,"To lay upon the damn’d, which Sycorax"
1,2,428,PROSPERO,"Could not again undo: it was mine art,"
1,2,429,PROSPERO,"When I arrived and heard thee, that made gape"
1,2,430,PROSPERO,"The pine, and let thee out."
1,2,431,ARIEL,"I thank thee, master."
1,2,432,PROSPERO,"If thou more murmur’st, I will rend an oak,"
1,2,433,PROSPERO,"And peg thee in his knotty entrails, till"
1,2,434,PROSPERO,"Thou hast howl’d away twelve winters."
1,2,435,ARIEL,"Pardon, master:"
1,2,436,ARIEL,"I will be correspondent to command,"
1,2,437,ARIEL,"And do my spiriting gently."
1,2,438,PROSPERO,"Do so; and after two days"
1,2,439,PROSPERO,"I will discharge thee."
1,2,440,ARIEL,"That’s my noble master!"
1,2,441,ARIEL,"What shall I do? say what; what shall I do?"
1,2,442,PROSPERO,"Go make thyself like a nymph o’ the sea:"
1,2,443,PROSPERO,"Be subject to no sight but thine and mine; invisible"
1,2,444,PROSPERO,"To every eyeball else. Go take this shape,"
1,2,445,PROSPERO,"And hither come in’t: go, hence with diligence!"
1,2,446,STAGE DIRECTION,"   [_Exit Ariel._"
1,2,447,PROSPERO,"Awake, dear heart, awake! thou hast slept well;"
1,2,448,PROSPERO,"Awake!"
1,2,449,MIRANDA,"The strangeness of your story put"
1,2,450,MIRANDA,"Heaviness in me."
1,2,451,PROSPERO,"Shake it off. Come on;"
1,2,452,PROSPERO,"We’ll visit Caliban my slave, who never"
1,2,453,PROSPERO,"Yields us kind answer."
1,2,454,MIRANDA,"’Tis a villain, sir,"
1,2,455,MIRANDA,"I do not love to look on."
1,2,456,PROSPERO,"But, as ’tis,"
1,2,457,PROSPERO,"We cannot miss him: he does make our fire,"
1,2,458,PROSPERO,"Fetch in our wood, and serves in offices"
1,2,459,PROSPERO,"That profit us. What, ho! slave! Caliban!"
1,2,460,PROSPERO,"Thou earth, thou! speak."
1,2,461,CALIBAN,"[_within_] There’s wood enough within."
1,2,462,STAGE DIRECTION," Come forth, I say! there’s other business for thee:"
1,2,463,PROSPERO,"Come, thou tortoise! when?"
1,2,464,STAGE DIRECTION," _Re-enter ARIEL like a water-nymph._"
1,2,465,PROSPERO,"Fine apparition! My quaint Ariel,"
1,2,466,PROSPERO,"Hark in thine ear."
1,2,467,ARIEL,"My lord, it shall be done."
1,2,468,STAGE DIRECTION," [_Exit._"
1,2,469,PROSPERO,"Thou poisonous slave, got by the devil himself"
1,2,470,PROSPERO,"Upon thy wicked dam, come forth!"
