act,scene,num,character,line
1,2,44,SOLDIER,"And fix’d his head upon our battlements."
1,2,45,DUNCAN,"O valiant cousin! worthy gentleman!"
1,2,46,SOLDIER,"As whence the sun ’gins his reflection"
1,2,47,SOLDIER,"Shipwracking storms and direful thunders break,"
1,2,48,SOLDIER,"So from that spring, whence comfort seem’d to come"
1,2,49,SOLDIER,"Discomfort swells. Mark, King of Scotland, mark:"
1,2,50,SOLDIER,"No sooner justice had, with valour arm’d,"
1,2,51,SOLDIER,"Compell’d these skipping kerns to trust their heels,"
1,2,52,SOLDIER,"But the Norweyan lord, surveying vantage,"
1,2,53,SOLDIER,"With furbish’d arms and new supplies of men,"
1,2,54,SOLDIER,"Began a fresh assault."
1,2,55,DUNCAN,"Dismay’d not this"
1,2,56,DUNCAN,"Our captains, Macbeth and Banquo?"
1,2,57,SOLDIER,"Yes;"
1,2,58,SOLDIER,"As sparrows eagles, or the hare the lion."
1,2,59,SOLDIER,"If I say sooth, I must report they were"
1,2,60,SOLDIER,"As cannons overcharg’d with double cracks;"
1,2,61,SOLDIER,"So they"
1,2,62,SOLDIER,"Doubly redoubled strokes upon the foe:"
1,2,63,SOLDIER,"Except they meant to bathe in reeking wounds,"
1,2,64,SOLDIER,"Or memorize another Golgotha,"
1,2,65,SOLDIER,"I cannot tell—"
1,2,66,SOLDIER,"But I am faint, my gashes cry for help."
1,2,67,DUNCAN,"So well thy words become thee as thy wounds:"
1,2,68,DUNCAN,"They smack of honour both.—Go, get him surgeons."
1,2,69,STAGE DIRECTION," [_Exit Captain, attended._]"
1,2,70,STAGE DIRECTION," Enter Ross and Angus."
1,2,71,DUNCAN,"Who comes here?"
1,2,72,MALCOLM,"The worthy Thane of Ross."
1,2,73,LENNOX,"What a haste looks through his eyes! So should he look"
1,2,74,LENNOX,"That seems to speak things strange."
1,2,75,ROSS,"God save the King!"
1,2,76,DUNCAN,"Whence cam’st thou, worthy thane?"
1,2,77,ROSS,"From Fife, great King,"
1,2,78,ROSS,"Where the Norweyan banners flout the sky"
1,2,79,ROSS,"And fan our people cold."
1,2,80,ROSS,"Norway himself, with terrible numbers,"
1,2,81,ROSS,"Assisted by that most disloyal traitor,"
1,2,82,ROSS,"The Thane of Cawdor, began a dismal conflict;"
1,2,83,ROSS,"Till that Bellona’s bridegroom, lapp’d in proof,"
1,2,84,ROSS,"Confronted him with self-comparisons,"
1,2,85,ROSS,"Point against point, rebellious arm ’gainst arm,"
1,2,86,ROSS,"Curbing his lavish spirit: and, to conclude,"
1,2,87,ROSS,"The victory fell on us."
1,2,88,DUNCAN,"Great happiness!"
1,2,89,ROSS,"That now"
1,2,90,ROSS,"Sweno, the Norways’ king, craves composition;"
1,2,91,ROSS,"Nor would we deign him burial of his men"
1,2,92,ROSS,"Till he disbursed at Saint Colme’s Inch"
1,2,93,ROSS,"Ten thousand dollars to our general use."
1,2,94,DUNCAN,"No more that Thane of Cawdor shall deceive"
1,2,95,DUNCAN,"Our bosom interest. Go pronounce his present death,"
1,2,96,DUNCAN,"And with his former title greet Macbeth."
1,2,97,ROSS,"I’ll see it done."
1,2,98,DUNCAN,"What he hath lost, noble Macbeth hath won."
1,2,99,STAGE DIRECTION," [_Exeunt._]"
1,3,100,SCENE SETTING,"SCENE III. A heath."
1,3,101,STAGE DIRECTION," Thunder. Enter the three Witches."
1,3,102,FIRST WITCH,"Where hast thou been, sister?"
1,3,103,SECOND WITCH,"Killing swine."
1,3,104,THIRD WITCH,"Sister, where thou?"
1,3,105,FIRST WITCH,"A sailor’s wife had chestnuts in her lap,"
1,3,106,FIRST WITCH,"And mounch’d, and mounch’d, and mounch’d. “Give me,” quoth I."
1,3,107,FIRST WITCH,"“Aroint thee, witch!” the rump-fed ronyon cries."
1,3,108,FIRST WITCH,"Her husband’s to Aleppo gone, master o’ th’ _Tiger:_"
1,3,109,FIRST WITCH,"But in a sieve I’ll thither sail,"
1,3,110,FIRST WITCH,"And, like a rat without a tail,"
1,3,111,FIRST WITCH,"I’ll do, I’ll do, and I’ll do."
1,3,112,SECOND WITCH,"I’ll give thee a wind."
1,3,113,FIRST WITCH,"Th’art kind."
1,3,114,THIRD WITCH,"And I another."
1,3,115,FIRST WITCH,"I myself have all the other,"
1,3,116,FIRST WITCH,"And the very ports they blow,"
1,3,117,FIRST WITCH,"All the quarters that they know"
1,3,118,FIRST WITCH,"I’ the shipman’s card."
1,3,119,FIRST WITCH,"I will drain him dry as hay:"
1,3,120,FIRST WITCH,"Sleep shall neither night nor day"
1,3,121,FIRST WITCH,"Hang upon his pent-house lid;"
1,3,122,FIRST WITCH,"He shall live a man forbid."
1,3,123,FIRST WITCH,"Weary sev’n-nights nine times nine,"
1,3,124,FIRST WITCH,"Shall he dwindle, peak, and pine:"
1,3,125,FIRST WITCH,"Though his bark cannot be lost,"
1,3,126,FIRST WITCH,"Yet it shall be tempest-tost."
1,3,127,FIRST WITCH,"Look what I have."
1,3,128,SECOND WITCH,"Show me, show me."
1,3,129,FIRST WITCH,"Here I have a pilot’s thumb,"
1,3,130,FIRST WITCH,"Wrack’d as homeward he did come."
1,3,131,STAGE DIRECTION," [_Drum within._]"
1,3,132,THIRD WITCH,"A drum, a drum!"
1,3,133,THIRD WITCH,"Macbeth doth come."
1,3,134,ALL,"The Weird Sisters, hand in hand,"
1,3,135,ALL,"Posters of the sea and land,"
1,3,136,ALL,"Thus do go about, about:"
1,3,137,ALL,"Thrice to thine, and thrice to mine,"
1,3,138,ALL,"And thrice again, to make up nine."
1,3,139,ALL,"Peace!—the charm’s wound up."
1,3,140,STAGE DIRECTION," Enter Macbeth and Banquo."
1,3,141,MACBETH,"So foul and fair a day I have not seen."
1,3,142,BANQUO,"How far is’t call’d to Forres?—What are these,"
1,3,143,BANQUO,"So wither’d, and so wild in their attire,"
1,3,144,BANQUO,"That look not like the inhabitants o’ th’ earth,"
1,3,145,BANQUO,"And yet are on’t?—Live you? or are you aught"
1,3,146,BANQUO,"That man may question? You seem to understand me,"
1,3,147,BANQUO,"By each at once her choppy finger laying"
1,3,148,BANQUO,"Upon her skinny lips. You should be women,"
1,3,149,BANQUO,"And yet your beards forbid me to interpret"
1,3,150,BANQUO,"That you are so."
1,3,151,MACBETH,"Speak, if you can;—what are you?"
1,3,152,FIRST WITCH,"All hail, Macbeth! hail to thee, Thane of Glamis!"
1,3,153,SECOND WITCH,"All hail, Macbeth! hail to thee, Thane of Cawdor!"
1,3,154,THIRD WITCH,"All hail, Macbeth! that shalt be king hereafter!"
1,3,155,BANQUO,"Good sir, why do you start and seem to fear"
1,3,156,BANQUO,"Things that do sound so fair?—I’ th’ name of truth,"
1,3,157,BANQUO,"Are ye fantastical, or that indeed"
1,3,158,BANQUO,"Which outwardly ye show? My noble partner"
1,3,159,BANQUO,"You greet with present grace and great prediction"
1,3,160,BANQUO,"Of noble having and of royal hope,"
1,3,161,BANQUO,"That he seems rapt withal. To me you speak not."
1,3,162,BANQUO,"If you can look into the seeds of time,"
1,3,163,BANQUO,"And say which grain will grow, and which will not,"
1,3,164,BANQUO,"Speak then to me, who neither beg nor fear"
1,3,165,BANQUO,"Your favours nor your hate."
1,3,166,FIRST WITCH,"Hail!"
1,3,167,SECOND WITCH,"Hail!"
1,3,168,THIRD WITCH,"Hail!"
1,3,169,FIRST WITCH,"Lesser than Macbeth, and greater."
1,3,170,SECOND WITCH,"Not so happy, yet much happier."
1,3,171,THIRD WITCH,"Thou shalt get kings, though thou be none:"
1,3,172,THIRD WITCH,"So all hail, Macbeth and Banquo!"
1,3,173,FIRST WITCH,"Banquo and Macbeth, all hail!"
1,3,174,MACBETH,"Stay, you imperfect speakers, tell me more."
1,3,175,MACBETH,"By Sinel’s death I know I am Thane of Glamis;"
1,3,176,MACBETH,"But how of Cawdor? The Thane of Cawdor lives,"
1,3,177,MACBETH,"A prosperous gentleman; and to be king"
1,3,178,MACBETH,"Stands not within the prospect of belief,"
1,3,179,MACBETH,"No more than to be Cawdor. Say from whence"
1,3,180,MACBETH,"You owe this strange intelligence? or why"
1,3,181,MACBETH,"Upon this blasted heath you stop our way"
1,3,182,MACBETH,"With such prophetic greeting?—Speak, I charge you."
1,3,183,STAGE DIRECTION," [_Witches vanish._]"
1,3,184,BANQUO,"The earth hath bubbles, as the water has,"
1,3,185,BANQUO,"And these are of them. Whither are they vanish’d?"
1,3,186,MACBETH,"Into the air; and what seem’d corporal,"
1,3,187,MACBETH,"Melted as breath into the wind."
1,3,188,MACBETH,"Would they had stay’d!"
1,3,189,BANQUO,"Were such things here as we do speak about?"
1,3,190,BANQUO,"Or have we eaten on the insane root"
1,3,191,BANQUO,"That takes the reason prisoner?"
1,3,192,MACBETH,"Your children shall be kings."
1,3,193,BANQUO,"You shall be king."
1,3,194,MACBETH,"And Thane of Cawdor too; went it not so?"
1,3,195,BANQUO,"To the selfsame tune and words. Who’s here?"
1,3,196,STAGE DIRECTION," Enter Ross and Angus."
1,3,197,ROSS,"The King hath happily receiv’d, Macbeth,"
1,3,198,ROSS,"The news of thy success, and when he reads"
1,3,199,ROSS,"Thy personal venture in the rebels’ fight,"
1,3,200,ROSS,"His wonders and his praises do contend"
1,3,201,ROSS,"Which should be thine or his: silenc’d with that,"
1,3,202,ROSS,"In viewing o’er the rest o’ th’ selfsame day,"
1,3,203,ROSS,"He finds thee in the stout Norweyan ranks,"
1,3,204,ROSS,"Nothing afeard of what thyself didst make,"
1,3,205,ROSS,"Strange images of death. As thick as tale"
1,3,206,ROSS,"Came post with post; and everyone did bear"
1,3,207,ROSS,"Thy praises in his kingdom’s great defence,"
1,3,208,ROSS,"And pour’d them down before him."
1,3,209,ANGUS,"We are sent"
1,3,210,ANGUS,"To give thee from our royal master thanks;"
1,3,211,ANGUS,"Only to herald thee into his sight,"
1,3,212,ANGUS,"Not pay thee."
1,3,213,ROSS,"And, for an earnest of a greater honour,"
1,3,214,ROSS,"He bade me, from him, call thee Thane of Cawdor:"
1,3,215,ROSS,"In which addition, hail, most worthy thane,"
1,3,216,ROSS,"For it is thine."
1,3,217,BANQUO,"What, can the devil speak true?"
1,3,218,MACBETH,"The Thane of Cawdor lives: why do you dress me"
1,3,219,MACBETH,"In borrow’d robes?"
1,3,220,ANGUS,"Who was the Thane lives yet,"
1,3,221,ANGUS,"But under heavy judgement bears that life"
1,3,222,ANGUS,"Which he deserves to lose. Whether he was combin’d"
1,3,223,ANGUS,"With those of Norway, or did line the rebel"
1,3,224,ANGUS,"With hidden help and vantage, or that with both"
1,3,225,ANGUS,"He labour’d in his country’s wrack, I know not;"
1,3,226,ANGUS,"But treasons capital, confess’d and prov’d,"
1,3,227,ANGUS,"Have overthrown him."
1,3,228,MACBETH,"[_Aside._] Glamis, and Thane of Cawdor:"
1,3,229,MACBETH,"The greatest is behind. [_To Ross and Angus._] Thanks for your pains."
1,3,230,MACBETH,"[_To Banquo._] Do you not hope your children shall be kings,"
1,3,231,MACBETH,"When those that gave the Thane of Cawdor to me"
1,3,232,MACBETH,"Promis’d no less to them?"
1,3,233,BANQUO,"That, trusted home,"
1,3,234,BANQUO,"Might yet enkindle you unto the crown,"
1,3,235,BANQUO,"Besides the Thane of Cawdor. But ’tis strange:"
1,3,236,BANQUO,"And oftentimes to win us to our harm,"
1,3,237,BANQUO,"The instruments of darkness tell us truths;"
1,3,238,BANQUO,"Win us with honest trifles, to betray’s"
1,3,239,BANQUO,"In deepest consequence.—"
1,3,240,BANQUO,"Cousins, a word, I pray you."
1,3,241,MACBETH,"[_Aside._] Two truths are told,"
1,3,242,MACBETH,"As happy prologues to the swelling act"
1,3,243,MACBETH,"Of the imperial theme.—I thank you, gentlemen.—"
1,3,244,MACBETH,"[_Aside._] This supernatural soliciting"
1,3,245,MACBETH,"Cannot be ill; cannot be good. If ill,"
1,3,246,MACBETH,"Why hath it given me earnest of success,"
1,3,247,MACBETH,"Commencing in a truth? I am Thane of Cawdor:"
1,3,248,MACBETH,"If good, why do I yield to that suggestion"
1,3,249,MACBETH,"Whose horrid image doth unfix my hair,"
1,3,250,MACBETH,"And make my seated heart knock at my ribs,"
1,3,251,MACBETH,"Against the use of nature? Present fears"
1,3,252,MACBETH,"Are less than horrible imaginings."
1,3,253,MACBETH,"My thought, whose murder yet is but fantastical,"
1,3,254,MACBETH,"Shakes so my single state of man"
1,3,255,MACBETH,"That function is smother’d in surmise,"
1,3,256,MACBETH,"And nothing is but what is not."
1,3,257,BANQUO,"Look, how our partner’s rapt."
1,3,258,MACBETH,"[_Aside._] If chance will have me king, why, chance may crown me"
1,3,259,MACBETH,"Without my stir."
1,3,260,BANQUO,"New honours come upon him,"
1,3,261,BANQUO,"Like our strange garments, cleave not to their mould"
1,3,262,BANQUO,"But with the aid of use."
1,3,263,MACBETH,"[_Aside._] Come what come may,"
1,3,264,MACBETH,"Time and the hour runs through the roughest day."
1,3,265,BANQUO,"Worthy Macbeth, we stay upon your leisure."
1,3,266,MACBETH,"Give me your favour. My dull brain was wrought"
1,3,267,MACBETH,"With things forgotten. Kind gentlemen, your pains"
1,3,268,MACBETH,"Are register’d where every day I turn"
1,3,269,MACBETH,"The leaf to read them.—Let us toward the King.—"
1,3,270,MACBETH,"Think upon what hath chanc’d; and at more time,"
1,3,271,MACBETH,"The interim having weigh’d it, let us speak"
1,3,272,MACBETH,"Our free hearts each to other."
1,3,273,BANQUO,"Very gladly."
1,3,274,MACBETH,"Till then, enough.—Come, friends."
1,3,275,STAGE DIRECTION," [_Exeunt._]"
1,4,276,SCENE SETTING,"SCENE IV. Forres. A Room in the Palace."
1,4,277,STAGE DIRECTION," Flourish. Enter Duncan, Malcolm, Donalbain, Lennox and Attendants."
1,4,278,DUNCAN,"Is execution done on Cawdor? Are not"
1,4,279,DUNCAN,"Those in commission yet return’d?"
1,4,280,MALCOLM,"My liege,"
1,4,281,MALCOLM,"They are not yet come back. But I have spoke"
1,4,282,MALCOLM,"With one that saw him die, who did report,"
1,4,283,MALCOLM,"That very frankly he confess’d his treasons,"
1,4,284,MALCOLM,"Implor’d your Highness’ pardon, and set forth"
1,4,285,MALCOLM,"A deep repentance. Nothing in his life"
1,4,286,MALCOLM,"Became him like the leaving it; he died"
1,4,287,MALCOLM,"As one that had been studied in his death,"
1,4,288,MALCOLM,"To throw away the dearest thing he ow’d"
1,4,289,MALCOLM,"As ’twere a careless trifle."
1,4,290,DUNCAN,"There’s no art"
1,4,291,DUNCAN,"To find the mind’s construction in the face:"
1,4,292,DUNCAN,"He was a gentleman on whom I built"
1,4,293,DUNCAN,"An absolute trust."
1,4,294,STAGE DIRECTION," Enter Macbeth, Banquo, Ross and Angus."
1,4,295,DUNCAN,"O worthiest cousin!"
1,4,296,DUNCAN,"The sin of my ingratitude even now"
1,4,297,DUNCAN,"Was heavy on me. Thou art so far before,"
1,4,298,DUNCAN,"That swiftest wing of recompense is slow"
1,4,299,DUNCAN,"To overtake thee. Would thou hadst less deserv’d;"
1,4,300,DUNCAN,"That the proportion both of thanks and payment"
1,4,301,DUNCAN,"Might have been mine! only I have left to say,"
1,4,302,DUNCAN,"More is thy due than more than all can pay."
1,4,303,MACBETH,"The service and the loyalty I owe,"
1,4,304,MACBETH,"In doing it, pays itself. Your Highness’ part"
1,4,305,MACBETH,"Is to receive our duties: and our duties"
1,4,306,MACBETH,"Are to your throne and state, children and servants;"
1,4,307,MACBETH,"Which do but what they should, by doing everything"
1,4,308,MACBETH,"Safe toward your love and honour."
1,4,309,DUNCAN,"Welcome hither:"
1,4,310,DUNCAN,"I have begun to plant thee, and will labour"
1,4,311,DUNCAN,"To make thee full of growing.—Noble Banquo,"
1,4,312,DUNCAN,"That hast no less deserv’d, nor must be known"
1,4,313,DUNCAN,"No less to have done so, let me infold thee"
1,4,314,DUNCAN,"And hold thee to my heart."
1,4,315,BANQUO,"There if I grow,"
1,4,316,BANQUO,"The harvest is your own."
1,4,317,DUNCAN,"My plenteous joys,"
1,4,318,DUNCAN,"Wanton in fulness, seek to hide themselves"
1,4,319,DUNCAN,"In drops of sorrow.—Sons, kinsmen, thanes,"
1,4,320,DUNCAN,"And you whose places are the nearest, know,"
1,4,321,DUNCAN,"We will establish our estate upon"
1,4,322,DUNCAN,"Our eldest, Malcolm; whom we name hereafter"
1,4,323,DUNCAN,"The Prince of Cumberland: which honour must"
1,4,324,DUNCAN,"Not unaccompanied invest him only,"
1,4,325,DUNCAN,"But signs of nobleness, like stars, shall shine"
1,4,326,DUNCAN,"On all deservers.—From hence to Inverness,"
1,4,327,DUNCAN,"And bind us further to you."
1,4,328,MACBETH,"The rest is labour, which is not us’d for you:"
1,4,329,MACBETH,"I’ll be myself the harbinger, and make joyful"
1,4,330,MACBETH,"The hearing of my wife with your approach;"
1,4,331,MACBETH,"So, humbly take my leave."
1,4,332,DUNCAN,"My worthy Cawdor!"
1,4,333,MACBETH,"[_Aside._] The Prince of Cumberland!—That is a step"
1,4,334,MACBETH,"On which I must fall down, or else o’erleap,"
1,4,335,MACBETH,"For in my way it lies. Stars, hide your fires!"
1,4,336,MACBETH,"Let not light see my black and deep desires."
1,4,337,MACBETH,"The eye wink at the hand, yet let that be,"
1,4,338,MACBETH,"Which the eye fears, when it is done, to see."
1,4,339,STAGE DIRECTION," [_Exit._]"
1,4,340,DUNCAN,"True, worthy Banquo! He is full so valiant;"
1,4,341,DUNCAN,"And in his commendations I am fed."
1,4,342,DUNCAN,"It is a banquet to me. Let’s after him,"
1,4,343,DUNCAN,"Whose care is gone before to bid us welcome:"
1,4,344,DUNCAN,"It is a peerless kinsman."
1,4,345,STAGE DIRECTION," [_Flourish. Exeunt._]"
1,5,346,SCENE SETTING,"SCENE V. Inverness. A Room in Macbeth’s Castle."
1,5,347,STAGE DIRECTION," Enter Lady Macbeth, reading a letter."
1,5,348,LADY MACBETH,"“They met me in the day of success; and I have learned by the"
1,5,349,LADY MACBETH,"perfect’st report they have more in them than mortal knowledge. When I"
1,5,350,LADY MACBETH,"burned in desire to question them further, they made themselves air,"
1,5,351,LADY MACBETH,"into which they vanished. Whiles I stood rapt in the wonder of it, came"
1,5,352,LADY MACBETH,"missives from the King, who all-hailed me, ‘Thane of Cawdor’; by which"
1,5,353,LADY MACBETH,"title, before, these Weird Sisters saluted me, and referred me to the"
1,5,354,LADY MACBETH,"coming on of time, with ‘Hail, king that shalt be!’ This have I thought"
1,5,355,LADY MACBETH,"good to deliver thee (my dearest partner of greatness) that thou"
1,5,356,LADY MACBETH,"might’st not lose the dues of rejoicing, by being ignorant of what"
1,5,357,LADY MACBETH,"greatness is promis’d thee. Lay it to thy heart, and farewell.”"
1,5,358,LADY MACBETH,"Glamis thou art, and Cawdor; and shalt be"
1,5,359,LADY MACBETH,"What thou art promis’d. Yet do I fear thy nature;"
1,5,360,LADY MACBETH,"It is too full o’ th’ milk of human kindness"
1,5,361,LADY MACBETH,"To catch the nearest way. Thou wouldst be great;"
1,5,362,LADY MACBETH,"Art not without ambition, but without"
1,5,363,LADY MACBETH,"The illness should attend it. What thou wouldst highly,"
1,5,364,LADY MACBETH,"That wouldst thou holily; wouldst not play false,"
1,5,365,LADY MACBETH,"And yet wouldst wrongly win. Thou’dst have, great Glamis,"
1,5,366,LADY MACBETH,"That which cries, “Thus thou must do,” if thou have it;"
1,5,367,LADY MACBETH,"And that which rather thou dost fear to do,"
1,5,368,LADY MACBETH,"Than wishest should be undone. Hie thee hither,"
1,5,369,LADY MACBETH,"That I may pour my spirits in thine ear,"
1,5,370,LADY MACBETH,"And chastise with the valour of my tongue"
1,5,371,LADY MACBETH,"All that impedes thee from the golden round,"
1,5,372,LADY MACBETH,"Which fate and metaphysical aid doth seem"
1,5,373,LADY MACBETH,"To have thee crown’d withal."
1,5,374,STAGE DIRECTION," Enter a Messenger."
1,5,375,LADY MACBETH,"What is your tidings?"
1,5,376,MESSENGER,"The King comes here tonight."
1,5,377,LADY MACBETH,"Thou’rt mad to say it."
1,5,378,LADY MACBETH,"Is not thy master with him? who, were’t so,"
1,5,379,LADY MACBETH,"Would have inform’d for preparation."
1,5,380,MESSENGER,"So please you, it is true. Our thane is coming."
1,5,381,MESSENGER,"One of my fellows had the speed of him,"
1,5,382,MESSENGER,"Who, almost dead for breath, had scarcely more"
1,5,383,MESSENGER,"Than would make up his message."
1,5,384,LADY MACBETH,"Give him tending."
1,5,385,LADY MACBETH,"He brings great news."
1,5,386,STAGE DIRECTION," [_Exit Messenger._]"
1,5,387,LADY MACBETH,"The raven himself is hoarse"
1,5,388,LADY MACBETH,"That croaks the fatal entrance of Duncan"
1,5,389,LADY MACBETH,"Under my battlements. Come, you spirits"
1,5,390,LADY MACBETH,"That tend on mortal thoughts, unsex me here,"
1,5,391,LADY MACBETH,"And fill me, from the crown to the toe, top-full"
1,5,392,LADY MACBETH,"Of direst cruelty! make thick my blood,"
1,5,393,LADY MACBETH,"Stop up th’ access and passage to remorse,"
1,5,394,LADY MACBETH,"That no compunctious visitings of nature"
1,5,395,LADY MACBETH,"Shake my fell purpose, nor keep peace between"
1,5,396,LADY MACBETH,"Th’ effect and it! Come to my woman’s breasts,"
1,5,397,LADY MACBETH,"And take my milk for gall, your murd’ring ministers,"
1,5,398,LADY MACBETH,"Wherever in your sightless substances"
1,5,399,LADY MACBETH,"You wait on nature’s mischief! Come, thick night,"
1,5,400,LADY MACBETH,"And pall thee in the dunnest smoke of hell"
1,5,401,LADY MACBETH,"That my keen knife see not the wound it makes,"
1,5,402,LADY MACBETH,"Nor heaven peep through the blanket of the dark"
1,5,403,LADY MACBETH,"To cry, “Hold, hold!”"
1,5,404,STAGE DIRECTION," Enter Macbeth."
1,5,405,LADY MACBETH,"Great Glamis, worthy Cawdor!"
1,5,406,LADY MACBETH,"Greater than both, by the all-hail hereafter!"
1,5,407,LADY MACBETH,"Thy letters have transported me beyond"
1,5,408,LADY MACBETH,"This ignorant present, and I feel now"
1,5,409,LADY MACBETH,"The future in the instant."
1,5,410,MACBETH,"My dearest love,"
1,5,411,MACBETH,"Duncan comes here tonight."
1,5,412,LADY MACBETH,"And when goes hence?"
1,5,413,MACBETH,"Tomorrow, as he purposes."
1,5,414,LADY MACBETH,"O, never"
1,5,415,LADY MACBETH,"Shall sun that morrow see!"
1,5,416,LADY MACBETH,"Your face, my thane, is as a book where men"
1,5,417,LADY MACBETH,"May read strange matters. To beguile the time,"
1,5,418,LADY MACBETH,"Look like the time; bear welcome in your eye,"
1,5,419,LADY MACBETH,"Your hand, your tongue: look like the innocent flower,"
1,5,420,LADY MACBETH,"But be the serpent under’t. He that’s coming"
1,5,421,LADY MACBETH,"Must be provided for; and you shall put"
1,5,422,LADY MACBETH,"This night’s great business into my dispatch;"
1,5,423,LADY MACBETH,"Which shall to all our nights and days to come"
1,5,424,LADY MACBETH,"Give solely sovereign sway and masterdom."
1,5,425,MACBETH,"We will speak further."
1,5,426,LADY MACBETH,"Only look up clear;"
1,5,427,LADY MACBETH,"To alter favour ever is to fear."
1,5,428,LADY MACBETH,"Leave all the rest to me."
1,5,429,STAGE DIRECTION," [_Exeunt._]"
1,6,430,SCENE SETTING,"SCENE VI. The same. Before the Castle."
1,6,431,STAGE DIRECTION," Hautboys. Servants of Macbeth attending."
1,6,432,STAGE DIRECTION," Enter Duncan, Malcolm, Donalbain, Banquo, Lennox, Macduff, Ross, Angus"
1,6,433,STAGE DIRECTION," and Attendants."
1,6,434,DUNCAN,"This castle hath a pleasant seat. The air"
1,6,435,DUNCAN,"Nimbly and sweetly recommends itself"
1,6,436,DUNCAN,"Unto our gentle senses."
1,6,437,BANQUO,"This guest of summer,"
1,6,438,BANQUO,"The temple-haunting martlet, does approve,"
1,6,439,BANQUO,"By his loved mansionry, that the heaven’s breath"
1,6,440,BANQUO,"Smells wooingly here: no jutty, frieze,"
1,6,441,BANQUO,"Buttress, nor coign of vantage, but this bird"
1,6,442,BANQUO,"hath made his pendant bed and procreant cradle."
1,6,443,BANQUO,"Where they most breed and haunt, I have observ’d"
1,6,444,BANQUO,"The air is delicate."
1,6,445,STAGE DIRECTION," Enter Lady Macbeth."
1,6,446,DUNCAN,"See, see, our honour’d hostess!—"
1,6,447,DUNCAN,"The love that follows us sometime is our trouble,"
1,6,448,DUNCAN,"Which still we thank as love. Herein I teach you"
1,6,449,DUNCAN,"How you shall bid God ’ild us for your pains,"
1,6,450,DUNCAN,"And thank us for your trouble."
1,6,451,LADY MACBETH,"All our service,"
1,6,452,LADY MACBETH,"In every point twice done, and then done double,"
1,6,453,LADY MACBETH,"Were poor and single business to contend"
1,6,454,LADY MACBETH,"Against those honours deep and broad wherewith"
1,6,455,LADY MACBETH,"Your Majesty loads our house: for those of old,"
1,6,456,LADY MACBETH,"And the late dignities heap’d up to them,"
1,6,457,LADY MACBETH,"We rest your hermits."
1,6,458,DUNCAN,"Where’s the Thane of Cawdor?"
1,6,459,DUNCAN,"We cours’d him at the heels, and had a purpose"
1,6,460,DUNCAN,"To be his purveyor: but he rides well;"
1,6,461,DUNCAN,"And his great love, sharp as his spur, hath holp him"
1,6,462,DUNCAN,"To his home before us. Fair and noble hostess,"
1,6,463,DUNCAN,"We are your guest tonight."
1,6,464,LADY MACBETH,"Your servants ever"
