act,scene,num,character,line
1,1,105,EGEON,"Which being violently borne upon,"
1,1,106,EGEON,"Our helpful ship was splitted in the midst;"
1,1,107,EGEON,"So that, in this unjust divorce of us,"
1,1,108,EGEON,"Fortune had left to both of us alike"
1,1,109,EGEON,"What to delight in, what to sorrow for."
1,1,110,EGEON,"Her part, poor soul, seeming as burdened"
1,1,111,EGEON,"With lesser weight, but not with lesser woe,"
1,1,112,EGEON,"Was carried with more speed before the wind,"
1,1,113,EGEON,"And in our sight they three were taken up"
1,1,114,EGEON,"By fishermen of Corinth, as we thought."
1,1,115,EGEON,"At length another ship had seiz’d on us;"
1,1,116,EGEON,"And, knowing whom it was their hap to save,"
1,1,117,EGEON,"Gave healthful welcome to their ship-wrack’d guests,"
1,1,118,EGEON,"And would have reft the fishers of their prey,"
1,1,119,EGEON,"Had not their bark been very slow of sail;"
1,1,120,EGEON,"And therefore homeward did they bend their course."
1,1,121,EGEON,"Thus have you heard me sever’d from my bliss,"
1,1,122,EGEON,"That by misfortunes was my life prolong’d"
1,1,123,EGEON,"To tell sad stories of my own mishaps."
1,1,124,DUKE,"And for the sake of them thou sorrowest for,"
1,1,125,DUKE,"Do me the favour to dilate at full"
1,1,126,DUKE,"What have befall’n of them and thee till now."
1,1,127,EGEON,"My youngest boy, and yet my eldest care,"
1,1,128,EGEON,"At eighteen years became inquisitive"
1,1,129,EGEON,"After his brother, and importun’d me"
1,1,130,EGEON,"That his attendant, so his case was like,"
1,1,131,EGEON,"Reft of his brother, but retain’d his name,"
1,1,132,EGEON,"Might bear him company in the quest of him;"
1,1,133,EGEON,"Whom whilst I laboured of a love to see,"
1,1,134,EGEON,"I hazarded the loss of whom I lov’d."
1,1,135,EGEON,"Five summers have I spent in farthest Greece,"
1,1,136,EGEON,"Roaming clean through the bounds of Asia,"
1,1,137,EGEON,"And, coasting homeward, came to Ephesus,"
1,1,138,EGEON,"Hopeless to find, yet loath to leave unsought"
1,1,139,EGEON,"Or that or any place that harbours men."
1,1,140,EGEON,"But here must end the story of my life;"
1,1,141,EGEON,"And happy were I in my timely death,"
1,1,142,EGEON,"Could all my travels warrant me they live."
1,1,143,DUKE,"Hapless Egeon, whom the fates have mark’d"
1,1,144,DUKE,"To bear the extremity of dire mishap;"
1,1,145,DUKE,"Now, trust me, were it not against our laws,"
1,1,146,DUKE,"Against my crown, my oath, my dignity,"
1,1,147,DUKE,"Which princes, would they, may not disannul,"
1,1,148,DUKE,"My soul should sue as advocate for thee."
1,1,149,DUKE,"But though thou art adjudged to the death,"
1,1,150,DUKE,"And passed sentence may not be recall’d"
1,1,151,DUKE,"But to our honour’s great disparagement,"
1,1,152,DUKE,"Yet will I favour thee in what I can."
1,1,153,DUKE,"Therefore, merchant, I’ll limit thee this day"
1,1,154,DUKE,"To seek thy health by beneficial help."
1,1,155,DUKE,"Try all the friends thou hast in Ephesus;"
1,1,156,DUKE,"Beg thou, or borrow, to make up the sum,"
1,1,157,DUKE,"And live; if no, then thou art doom’d to die."
1,1,158,DUKE,"Jailer, take him to thy custody."
1,1,159,JAILER,"I will, my lord."
1,1,160,EGEON,"Hopeless and helpless doth Egeon wend,"
1,1,161,EGEON,"But to procrastinate his lifeless end."
1,1,162,STAGE DIRECTION," [_Exeunt._]"
1,2,163,SCENE SETTING,"SCENE II. A public place."
1,2,164,STAGE DIRECTION," Enter Antipholus and Dromio of Syracuse and a Merchant."
1,2,165,MERCHANT,"Therefore give out you are of Epidamnum,"
1,2,166,MERCHANT,"Lest that your goods too soon be confiscate."
1,2,167,MERCHANT,"This very day a Syracusian merchant"
1,2,168,MERCHANT,"Is apprehended for arrival here,"
1,2,169,MERCHANT,"And, not being able to buy out his life,"
1,2,170,MERCHANT,"According to the statute of the town"
1,2,171,MERCHANT,"Dies ere the weary sun set in the west."
1,2,172,MERCHANT,"There is your money that I had to keep."
1,2,173,ANTIPHOLUS OF SYRACUSE,"Go bear it to the Centaur, where we host,"
1,2,174,ANTIPHOLUS OF SYRACUSE,"And stay there, Dromio, till I come to thee."
1,2,175,ANTIPHOLUS OF SYRACUSE,"Within this hour it will be dinnertime;"
1,2,176,ANTIPHOLUS OF SYRACUSE,"Till that, I’ll view the manners of the town,"
1,2,177,ANTIPHOLUS OF SYRACUSE,"Peruse the traders, gaze upon the buildings,"
1,2,178,ANTIPHOLUS OF SYRACUSE,"And then return and sleep within mine inn,"
1,2,179,ANTIPHOLUS OF SYRACUSE,"For with long travel I am stiff and weary."
1,2,180,ANTIPHOLUS OF SYRACUSE,"Get thee away."
1,2,181,DROMIO OF SYRACUSE,"Many a man would take you at your word,"
1,2,182,DROMIO OF SYRACUSE,"And go indeed, having so good a mean."
1,2,183,STAGE DIRECTION," [_Exit Dromio._]"
1,2,184,ANTIPHOLUS OF SYRACUSE,"A trusty villain, sir, that very oft,"
1,2,185,ANTIPHOLUS OF SYRACUSE,"When I am dull with care and melancholy,"
1,2,186,ANTIPHOLUS OF SYRACUSE,"Lightens my humour with his merry jests."
1,2,187,ANTIPHOLUS OF SYRACUSE,"What, will you walk with me about the town,"
1,2,188,ANTIPHOLUS OF SYRACUSE,"And then go to my inn and dine with me?"
1,2,189,MERCHANT,"I am invited, sir, to certain merchants,"
1,2,190,MERCHANT,"Of whom I hope to make much benefit."
1,2,191,MERCHANT,"I crave your pardon. Soon, at five o’clock,"
1,2,192,MERCHANT,"Please you, I’ll meet with you upon the mart,"
1,2,193,MERCHANT,"And afterward consort you till bedtime."
1,2,194,MERCHANT,"My present business calls me from you now."
1,2,195,ANTIPHOLUS OF SYRACUSE,"Farewell till then: I will go lose myself,"
1,2,196,ANTIPHOLUS OF SYRACUSE,"And wander up and down to view the city."
1,2,197,MERCHANT,"Sir, I commend you to your own content."
1,2,198,STAGE DIRECTION," [_Exit Merchant._]"
1,2,199,ANTIPHOLUS OF SYRACUSE,"He that commends me to mine own content"
1,2,200,ANTIPHOLUS OF SYRACUSE,"Commends me to the thing I cannot get."
1,2,201,ANTIPHOLUS OF SYRACUSE,"I to the world am like a drop of water"
1,2,202,ANTIPHOLUS OF SYRACUSE,"That in the ocean seeks another drop,"
1,2,203,ANTIPHOLUS OF SYRACUSE,"Who, failing there to find his fellow forth,"
1,2,204,ANTIPHOLUS OF SYRACUSE,"Unseen, inquisitive, confounds himself."
1,2,205,ANTIPHOLUS OF SYRACUSE,"So I, to find a mother and a brother,"
1,2,206,ANTIPHOLUS OF SYRACUSE,"In quest of them, unhappy, lose myself."
1,2,207,STAGE DIRECTION," Enter Dromio of Ephesus."
1,2,208,ANTIPHOLUS OF SYRACUSE,"Here comes the almanac of my true date."
1,2,209,ANTIPHOLUS OF SYRACUSE,"What now? How chance thou art return’d so soon?"
1,2,210,DROMIO OF EPHESUS,"Return’d so soon? rather approach’d too late."
1,2,211,DROMIO OF EPHESUS,"The capon burns, the pig falls from the spit;"
1,2,212,DROMIO OF EPHESUS,"The clock hath strucken twelve upon the bell;"
1,2,213,DROMIO OF EPHESUS,"My mistress made it one upon my cheek."
1,2,214,DROMIO OF EPHESUS,"She is so hot because the meat is cold;"
1,2,215,DROMIO OF EPHESUS,"The meat is cold because you come not home;"
1,2,216,DROMIO OF EPHESUS,"You come not home because you have no stomach;"
1,2,217,DROMIO OF EPHESUS,"You have no stomach, having broke your fast;"
1,2,218,DROMIO OF EPHESUS,"But we that know what ’tis to fast and pray,"
1,2,219,DROMIO OF EPHESUS,"Are penitent for your default today."
1,2,220,ANTIPHOLUS OF SYRACUSE,"Stop in your wind, sir, tell me this, I pray:"
1,2,221,ANTIPHOLUS OF SYRACUSE,"Where have you left the money that I gave you?"
1,2,222,DROMIO OF EPHESUS,"O, sixpence that I had o’ Wednesday last"
1,2,223,DROMIO OF EPHESUS,"To pay the saddler for my mistress’ crupper:"
1,2,224,DROMIO OF EPHESUS,"The saddler had it, sir, I kept it not."
1,2,225,ANTIPHOLUS OF SYRACUSE,"I am not in a sportive humour now."
1,2,226,ANTIPHOLUS OF SYRACUSE,"Tell me, and dally not, where is the money?"
1,2,227,ANTIPHOLUS OF SYRACUSE,"We being strangers here, how dar’st thou trust"
1,2,228,ANTIPHOLUS OF SYRACUSE,"So great a charge from thine own custody?"
1,2,229,DROMIO OF EPHESUS,"I pray you jest, sir, as you sit at dinner:"
1,2,230,DROMIO OF EPHESUS,"I from my mistress come to you in post;"
1,2,231,DROMIO OF EPHESUS,"If I return, I shall be post indeed,"
1,2,232,DROMIO OF EPHESUS,"For she will score your fault upon my pate."
1,2,233,DROMIO OF EPHESUS,"Methinks your maw, like mine, should be your clock,"
1,2,234,DROMIO OF EPHESUS,"And strike you home without a messenger."
1,2,235,ANTIPHOLUS OF SYRACUSE,"Come, Dromio, come, these jests are out of season,"
1,2,236,ANTIPHOLUS OF SYRACUSE,"Reserve them till a merrier hour than this."
1,2,237,ANTIPHOLUS OF SYRACUSE,"Where is the gold I gave in charge to thee?"
1,2,238,DROMIO OF EPHESUS,"To me, sir? why, you gave no gold to me!"
1,2,239,ANTIPHOLUS OF SYRACUSE,"Come on, sir knave, have done your foolishness,"
1,2,240,ANTIPHOLUS OF SYRACUSE,"And tell me how thou hast dispos’d thy charge."
1,2,241,DROMIO OF EPHESUS,"My charge was but to fetch you from the mart"
1,2,242,DROMIO OF EPHESUS,"Home to your house, the Phoenix, sir, to dinner."
1,2,243,DROMIO OF EPHESUS,"My mistress and her sister stay for you."
1,2,244,ANTIPHOLUS OF SYRACUSE,"Now, as I am a Christian, answer me"
1,2,245,ANTIPHOLUS OF SYRACUSE,"In what safe place you have bestow’d my money,"
1,2,246,ANTIPHOLUS OF SYRACUSE,"Or I shall break that merry sconce of yours"
1,2,247,ANTIPHOLUS OF SYRACUSE,"That stands on tricks when I am undispos’d;"
1,2,248,ANTIPHOLUS OF SYRACUSE,"Where is the thousand marks thou hadst of me?"
1,2,249,DROMIO OF EPHESUS,"I have some marks of yours upon my pate,"
1,2,250,DROMIO OF EPHESUS,"Some of my mistress’ marks upon my shoulders,"
1,2,251,DROMIO OF EPHESUS,"But not a thousand marks between you both."
1,2,252,DROMIO OF EPHESUS,"If I should pay your worship those again,"
1,2,253,DROMIO OF EPHESUS,"Perchance you will not bear them patiently."
1,2,254,ANTIPHOLUS OF SYRACUSE,"Thy mistress’ marks? what mistress, slave, hast thou?"
1,2,255,DROMIO OF EPHESUS,"Your worship’s wife, my mistress at the Phoenix;"
1,2,256,DROMIO OF EPHESUS,"She that doth fast till you come home to dinner,"
1,2,257,DROMIO OF EPHESUS,"And prays that you will hie you home to dinner."
1,2,258,ANTIPHOLUS OF SYRACUSE,"What, wilt thou flout me thus unto my face,"
1,2,259,ANTIPHOLUS OF SYRACUSE,"Being forbid? There, take you that, sir knave."
1,2,260,DROMIO OF EPHESUS,"What mean you, sir? for God’s sake hold your hands."
1,2,261,DROMIO OF EPHESUS,"Nay, an you will not, sir, I’ll take my heels."
1,2,262,STAGE DIRECTION," [_Exit Dromio._]"
1,2,263,ANTIPHOLUS OF SYRACUSE,"Upon my life, by some device or other"
1,2,264,ANTIPHOLUS OF SYRACUSE,"The villain is o’er-raught of all my money."
1,2,265,ANTIPHOLUS OF SYRACUSE,"They say this town is full of cozenage,"
1,2,266,ANTIPHOLUS OF SYRACUSE,"As nimble jugglers that deceive the eye,"
1,2,267,ANTIPHOLUS OF SYRACUSE,"Dark-working sorcerers that change the mind,"
1,2,268,ANTIPHOLUS OF SYRACUSE,"Soul-killing witches that deform the body,"
1,2,269,ANTIPHOLUS OF SYRACUSE,"Disguised cheaters, prating mountebanks,"
1,2,270,ANTIPHOLUS OF SYRACUSE,"And many such-like liberties of sin:"
1,2,271,ANTIPHOLUS OF SYRACUSE,"If it prove so, I will be gone the sooner."
1,2,272,ANTIPHOLUS OF SYRACUSE,"I’ll to the Centaur to go seek this slave."
1,2,273,ANTIPHOLUS OF SYRACUSE,"I greatly fear my money is not safe."
1,2,274,STAGE DIRECTION," [_Exit._]"
2,0,275,ACT,"ACT II"
2,1,276,SCENE SETTING,"SCENE I. A public place."
2,1,277,STAGE DIRECTION," Enter Adriana, wife to Antipholus (of Ephesus) with Luciana her"
2,1,278,STAGE DIRECTION," sister."
2,1,279,ADRIANA,"Neither my husband nor the slave return’d"
2,1,280,ADRIANA,"That in such haste I sent to seek his master?"
2,1,281,ADRIANA,"Sure, Luciana, it is two o’clock."
2,1,282,LUCIANA,"Perhaps some merchant hath invited him,"
2,1,283,LUCIANA,"And from the mart he’s somewhere gone to dinner."
2,1,284,LUCIANA,"Good sister, let us dine, and never fret;"
2,1,285,LUCIANA,"A man is master of his liberty;"
2,1,286,LUCIANA,"Time is their master, and when they see time,"
2,1,287,LUCIANA,"They’ll go or come. If so, be patient, sister."
2,1,288,ADRIANA,"Why should their liberty than ours be more?"
2,1,289,LUCIANA,"Because their business still lies out o’ door."
2,1,290,ADRIANA,"Look when I serve him so, he takes it ill."
2,1,291,LUCIANA,"O, know he is the bridle of your will."
2,1,292,ADRIANA,"There’s none but asses will be bridled so."
2,1,293,LUCIANA,"Why, headstrong liberty is lash’d with woe."
2,1,294,LUCIANA,"There’s nothing situate under heaven’s eye"
2,1,295,LUCIANA,"But hath his bound in earth, in sea, in sky."
2,1,296,LUCIANA,"The beasts, the fishes, and the winged fowls"
2,1,297,LUCIANA,"Are their males’ subjects, and at their controls."
2,1,298,LUCIANA,"Man, more divine, the masters of all these,"
2,1,299,LUCIANA,"Lord of the wide world and wild wat’ry seas,"
2,1,300,LUCIANA,"Indued with intellectual sense and souls,"
2,1,301,LUCIANA,"Of more pre-eminence than fish and fowls,"
2,1,302,LUCIANA,"Are masters to their females, and their lords:"
2,1,303,LUCIANA,"Then let your will attend on their accords."
2,1,304,ADRIANA,"This servitude makes you to keep unwed."
2,1,305,LUCIANA,"Not this, but troubles of the marriage-bed."
2,1,306,ADRIANA,"But, were you wedded, you would bear some sway."
2,1,307,LUCIANA,"Ere I learn love, I’ll practise to obey."
2,1,308,ADRIANA,"How if your husband start some other where?"
2,1,309,LUCIANA,"Till he come home again, I would forbear."
2,1,310,ADRIANA,"Patience unmov’d! No marvel though she pause;"
2,1,311,ADRIANA,"They can be meek that have no other cause."
2,1,312,ADRIANA,"A wretched soul bruis’d with adversity,"
2,1,313,ADRIANA,"We bid be quiet when we hear it cry;"
2,1,314,ADRIANA,"But were we burd’ned with like weight of pain,"
2,1,315,ADRIANA,"As much, or more, we should ourselves complain:"
2,1,316,ADRIANA,"So thou, that hast no unkind mate to grieve thee,"
2,1,317,ADRIANA,"With urging helpless patience would relieve me:"
2,1,318,ADRIANA,"But if thou live to see like right bereft,"
2,1,319,ADRIANA,"This fool-begg’d patience in thee will be left."
2,1,320,LUCIANA,"Well, I will marry one day, but to try."
2,1,321,LUCIANA,"Here comes your man, now is your husband nigh."
2,1,322,STAGE DIRECTION," Enter Dromio of Ephesus."
2,1,323,ADRIANA,"Say, is your tardy master now at hand?"
2,1,324,DROMIO OF EPHESUS,"Nay, he’s at two hands with me, and that my two ears can witness."
2,1,325,ADRIANA,"Say, didst thou speak with him? know’st thou his mind?"
2,1,326,DROMIO OF EPHESUS,"Ay, ay, he told his mind upon mine ear."
2,1,327,DROMIO OF EPHESUS,"Beshrew his hand, I scarce could understand it."
2,1,328,LUCIANA,"Spake he so doubtfully thou couldst not feel his meaning?"
2,1,329,DROMIO OF EPHESUS,"Nay, he struck so plainly I could too well feel his blows; and withal"
2,1,330,DROMIO OF EPHESUS,"so doubtfully that I could scarce understand them."
2,1,331,ADRIANA,"But say, I prithee, is he coming home?"
2,1,332,ADRIANA,"It seems he hath great care to please his wife."
2,1,333,DROMIO OF EPHESUS,"Why, mistress, sure my master is horn-mad."
2,1,334,ADRIANA,"Horn-mad, thou villain?"
2,1,335,DROMIO OF EPHESUS,"I mean not cuckold-mad,"
2,1,336,DROMIO OF EPHESUS,"But sure he’s stark mad."
2,1,337,DROMIO OF EPHESUS,"When I desir’d him to come home to dinner,"
2,1,338,DROMIO OF EPHESUS,"He ask’d me for a thousand marks in gold."
2,1,339,DROMIO OF EPHESUS,"“’Tis dinner time,” quoth I. “My gold,” quoth he."
2,1,340,DROMIO OF EPHESUS,"“Your meat doth burn” quoth I. “My gold,” quoth he."
2,1,341,DROMIO OF EPHESUS,"“Will you come home?” quoth I. “My gold,” quoth he."
2,1,342,DROMIO OF EPHESUS,"“Where is the thousand marks I gave thee, villain?”"
2,1,343,DROMIO OF EPHESUS,"“The pig” quoth I “is burn’d”. “My gold,” quoth he."
2,1,344,DROMIO OF EPHESUS,"“My mistress, sir,” quoth I. “Hang up thy mistress;"
2,1,345,DROMIO OF EPHESUS,"I know not thy mistress; out on thy mistress!”"
2,1,346,LUCIANA,"Quoth who?"
2,1,347,DROMIO OF EPHESUS,"Quoth my master."
2,1,348,DROMIO OF EPHESUS,"“I know,” quoth he, “no house, no wife, no mistress.”"
2,1,349,DROMIO OF EPHESUS,"So that my errand, due unto my tongue,"
2,1,350,DROMIO OF EPHESUS,"I thank him, I bare home upon my shoulders;"
2,1,351,DROMIO OF EPHESUS,"For, in conclusion, he did beat me there."
2,1,352,ADRIANA,"Go back again, thou slave, and fetch him home."
2,1,353,DROMIO OF EPHESUS,"Go back again, and be new beaten home?"
2,1,354,DROMIO OF EPHESUS,"For God’s sake, send some other messenger."
2,1,355,ADRIANA,"Back slave, or I will break thy pate across."
2,1,356,DROMIO OF EPHESUS,"And he will bless that cross with other beating."
2,1,357,DROMIO OF EPHESUS,"Between you I shall have a holy head."
2,1,358,ADRIANA,"Hence, prating peasant. Fetch thy master home."
2,1,359,DROMIO OF EPHESUS,"Am I so round with you, as you with me,"
2,1,360,DROMIO OF EPHESUS,"That like a football you do spurn me thus?"
2,1,361,DROMIO OF EPHESUS,"You spurn me hence, and he will spurn me hither."
2,1,362,DROMIO OF EPHESUS,"If I last in this service, you must case me in leather."
2,1,363,STAGE DIRECTION," [_Exit._]"
2,1,364,LUCIANA,"Fie, how impatience loureth in your face."
2,1,365,ADRIANA,"His company must do his minions grace,"
2,1,366,ADRIANA,"Whilst I at home starve for a merry look."
2,1,367,ADRIANA,"Hath homely age th’ alluring beauty took"
2,1,368,ADRIANA,"From my poor cheek? then he hath wasted it."
2,1,369,ADRIANA,"Are my discourses dull? barren my wit?"
2,1,370,ADRIANA,"If voluble and sharp discourse be marr’d,"
2,1,371,ADRIANA,"Unkindness blunts it more than marble hard."
2,1,372,ADRIANA,"Do their gay vestments his affections bait?"
2,1,373,ADRIANA,"That’s not my fault; he’s master of my state."
2,1,374,ADRIANA,"What ruins are in me that can be found"
2,1,375,ADRIANA,"By him not ruin’d? Then is he the ground"
2,1,376,ADRIANA,"Of my defeatures. My decayed fair"
2,1,377,ADRIANA,"A sunny look of his would soon repair;"
2,1,378,ADRIANA,"But, too unruly deer, he breaks the pale"
2,1,379,ADRIANA,"And feeds from home; poor I am but his stale."
2,1,380,LUCIANA,"Self-harming jealousy! fie, beat it hence."
2,1,381,ADRIANA,"Unfeeling fools can with such wrongs dispense."
2,1,382,ADRIANA,"I know his eye doth homage otherwhere,"
2,1,383,ADRIANA,"Or else what lets it but he would be here?"
2,1,384,ADRIANA,"Sister, you know he promis’d me a chain;"
2,1,385,ADRIANA,"Would that alone, a love he would detain,"
2,1,386,ADRIANA,"So he would keep fair quarter with his bed."
2,1,387,ADRIANA,"I see the jewel best enamelled"
2,1,388,ADRIANA,"Will lose his beauty; yet the gold bides still"
2,1,389,ADRIANA,"That others touch, yet often touching will"
2,1,390,ADRIANA,"Wear gold; and no man that hath a name"
2,1,391,ADRIANA,"By falsehood and corruption doth it shame."
2,1,392,ADRIANA,"Since that my beauty cannot please his eye,"
2,1,393,ADRIANA,"I’ll weep what’s left away, and weeping die."
2,1,394,LUCIANA,"How many fond fools serve mad jealousy!"
2,1,395,STAGE DIRECTION," [_Exeunt._]"
2,2,396,SCENE SETTING,"SCENE II. The same."
2,2,397,STAGE DIRECTION," Enter Antipholus of Syracuse."
2,2,398,ANTIPHOLUS OF SYRACUSE,"The gold I gave to Dromio is laid up"
2,2,399,ANTIPHOLUS OF SYRACUSE,"Safe at the Centaur, and the heedful slave"
2,2,400,ANTIPHOLUS OF SYRACUSE,"Is wander’d forth in care to seek me out."
2,2,401,ANTIPHOLUS OF SYRACUSE,"By computation and mine host’s report."
2,2,402,ANTIPHOLUS OF SYRACUSE,"I could not speak with Dromio since at first"
2,2,403,ANTIPHOLUS OF SYRACUSE,"I sent him from the mart. See, here he comes."
2,2,404,STAGE DIRECTION," Enter Dromio of Syracuse."
2,2,405,ANTIPHOLUS OF SYRACUSE,"How now, sir! is your merry humour alter’d?"
2,2,406,ANTIPHOLUS OF SYRACUSE,"As you love strokes, so jest with me again."
2,2,407,ANTIPHOLUS OF SYRACUSE,"You know no Centaur? you receiv’d no gold?"
2,2,408,ANTIPHOLUS OF SYRACUSE,"Your mistress sent to have me home to dinner?"
2,2,409,ANTIPHOLUS OF SYRACUSE,"My house was at the Phoenix? Wast thou mad,"
2,2,410,ANTIPHOLUS OF SYRACUSE,"That thus so madly thou didst answer me?"
2,2,411,DROMIO OF SYRACUSE,"What answer, sir? when spake I such a word?"
2,2,412,ANTIPHOLUS OF SYRACUSE,"Even now, even here, not half an hour since."
2,2,413,DROMIO OF SYRACUSE,"I did not see you since you sent me hence,"
2,2,414,DROMIO OF SYRACUSE,"Home to the Centaur with the gold you gave me."
2,2,415,ANTIPHOLUS OF SYRACUSE,"Villain, thou didst deny the gold’s receipt,"
2,2,416,ANTIPHOLUS OF SYRACUSE,"And told’st me of a mistress and a dinner,"
2,2,417,ANTIPHOLUS OF SYRACUSE,"For which I hope thou felt’st I was displeas’d."
2,2,418,DROMIO OF SYRACUSE,"I am glad to see you in this merry vein."
2,2,419,DROMIO OF SYRACUSE,"What means this jest, I pray you, master, tell me?"
